0,180,0,0,0
2,140.0,30.0,-20.59,75.15
3,50.0,40.0,-14.38,140.24
4,10.0,50.0,26.13,149.6
5,130.0,80.0,3.39,64.45
6,70.0,80.0,3.31,108.59
7,20.0,100.0,32.04,112.02
8,120.0,120.0,27.67,39.19
9,70.0,130.0,31.03,70.28
10,0.0,180.0,90.0,0.0
11,0.0,180.0,90.0,0.0
12,70.0,130.0,31.03,70.28
13,120.0,120.0,27.67,39.19
14,20.0,100.0,32.04,112.02
15,70.0,80.0,3.31,108.59
16,130.0,80.0,3.39,64.45
17,10.0,50.0,26.13,149.6
18,50.0,40.0,-14.38,140.24
19,140.0,30.0,-20.59,75.15
20,180,0,0,0
